treatment,outcome
0.0,10.501005213232604
0.0,9.687359112299918
0.0,10.518034801772409
0.0,10.26055063438869
0.0,6.859120374005467
0.0,6.957980908271303
0.0,7.814377259126252
1.0,4.9557390507025945
0.0,7.53127724344368
0.0,7.748069302010162
0.0,11.27729817239307
0.0,10.648400108945673
0.0,8.560267947325677
0.0,11.386553346872216
1.0,6.990599792910475
0.0,9.563065262158048
0.0,8.472118984186578
0.0,8.307642551229453
0.0,7.796668181273713
0.0,7.564440026830872
1.0,6.374362779229256
0.0,11.831860082411684
0.0,9.01995222875596
0.0,9.988292629622189
0.0,9.018446116942997
0.0,6.889339616427389
0.0,9.66840024508083
1.0,3.020257417849972
0.0,7.76369553612933
0.0,9.556220164294482
0.0,6.074875011154281
1.0,3.782062704997311
0.0,5.954713238278005
0.0,8.003363488569114
0.0,8.16364155234706
0.0,11.625695985331156
0.0,8.617637100464375
0.0,10.379867091688716
0.0,8.265462606716113
0.0,8.719708986460091
0.0,8.42809567954451
0.0,8.012596550920572
0.0,9.589547538902844
1.0,4.679072360808319
0.0,9.71496677258089
0.0,9.69467254236727
1.0,5.468444963504485
0.0,8.597179739580158
0.0,9.4202477358647
0.0,9.54335389204548
1.0,5.5128953650272186
0.0,9.379080550097337
1.0,3.758427320716515
0.0,8.400513354402744
1.0,6.302386216502843
0.0,7.877878488801902
0.0,9.204108453724418
1.0,3.1679909313275054
0.0,6.659158763246601
0.0,9.625530513824607
0.0,7.316509235455289
1.0,4.189917756566804
1.0,6.618289556789666
0.0,7.463985457247553
0.0,10.183915228371326
0.0,10.15584551793841
0.0,8.825020846119994
0.0,9.94092512221764
0.0,10.024083743192753
0.0,7.408083477983763
0.0,7.615851435242344
1.0,8.20823992532092
0.0,7.134696861357715
0.0,8.029454738641473
1.0,4.494771605107761
0.0,7.606236530404696
0.0,7.903126620705152
1.0,5.818562851068529
0.0,8.810100587692032
1.0,8.266969813416729
0.0,8.693360244886492
0.0,7.411562325861702
0.0,5.626939859506452
0.0,6.21385246170891
1.0,3.81876863250616
0.0,9.79011444634191
0.0,11.762110688565592
0.0,9.97216824023803
1.0,5.899534549399504
1.0,4.96379737729492
0.0,9.98698427324926
0.0,6.8149602740143695
0.0,7.676867025384107
0.0,9.715217907575656
0.0,7.796539499658592
0.0,8.000302943211546
0.0,8.146014509684576
0.0,9.607179614486636
0.0,8.148722006420169
0.0,9.860219676190203
1.0,5.816607148720573
0.0,10.819219064533568
0.0,10.117754654714869
1.0,5.691324029193408
0.0,8.760609793546914
0.0,8.274230741144589
0.0,10.314384205496143
0.0,8.363585712980042
0.0,8.013778050967108
0.0,8.409664292443964
1.0,5.131645199575456
0.0,8.142274682760066
1.0,5.221883355299371
0.0,10.427608694265444
0.0,7.8029611312189155
0.0,8.513854867954631
1.0,6.341705537812636
0.0,9.828963624714754
0.0,8.306169524773345
1.0,3.1267039069151803
0.0,8.60632117381087
1.0,5.172048599836369
0.0,12.653724909597456
1.0,6.903137333822402
0.0,6.135075031083696
0.0,8.753010506576443
0.0,10.074095253678175
0.0,9.457140556608923
0.0,9.519738206899824
0.0,8.883047727417308
0.0,7.288574604036186
0.0,8.87477957086703
0.0,8.589253717064091
0.0,9.48413880844866
0.0,8.366605360253503
0.0,10.093526476111908
0.0,8.368351345655142
1.0,3.6663672433384615
0.0,8.735074935207162
0.0,5.624371405135828
0.0,8.95329522414685
0.0,9.861447712368651
0.0,12.213708001263493
0.0,8.12350985064253
1.0,5.986865877852512
1.0,7.686674031865845
0.0,7.596282721170845
0.0,8.683962152276429
0.0,9.249170036535416
0.0,10.45584879584892
1.0,6.507001515579077
0.0,10.07026081508802
0.0,9.182953989617712
0.0,9.378267322580657
0.0,11.436795634677518
0.0,8.045499156919423
1.0,4.619517129270857
0.0,8.275393399824404
1.0,2.205229677745624
1.0,7.559157170099075
0.0,7.043660711823014
0.0,7.204895596649883
0.0,10.468489453992907
0.0,7.804037626290266
0.0,10.206817697191646
1.0,3.784008371793503
0.0,9.413160854756
0.0,11.462063061643445
0.0,9.780484626234346
0.0,8.28003263600825
0.0,7.62803711378394
0.0,9.631734304767324
0.0,8.848304713425392
0.0,8.892992676157254
0.0,8.63756418256727
0.0,9.227193324441808
0.0,7.671254197736107
0.0,7.544248852408467
1.0,2.505758705862278
0.0,6.968830305207881
0.0,6.069247195991359
0.0,9.117142944632922
0.0,9.52799459663632
1.0,0.8010926994532666
0.0,11.204460805596003
0.0,10.268262949661407
0.0,6.36008671325205
0.0,11.400802573072026
1.0,3.1275551461582527
0.0,7.616067026897193
0.0,7.143182097979501
1.0,6.56566107149299
0.0,7.71077844759998
0.0,10.544472225467612
0.0,9.833875797892883
1.0,4.082428411247448
0.0,8.951118783239776
0.0,10.635653457676447
0.0,6.5400812288725785
0.0,9.517262732905996
0.0,8.112844816876667
0.0,10.26232326156101
0.0,9.494691938862378
0.0,10.337661678335126
0.0,9.010412403924642
0.0,9.054525242594366
0.0,7.627829131718843
0.0,7.828328271170018
0.0,8.42753288443786
0.0,8.977057047071847
0.0,8.374084219597671
0.0,6.832691868322844
1.0,7.671012788705192
0.0,11.058529939162447
0.0,10.684697012285556
1.0,4.441102124547284
0.0,9.669128716986467
0.0,9.694986196986497
1.0,5.446090362241044
0.0,9.999894751998225
0.0,8.954064878592183
0.0,9.596397806135366
1.0,4.875982980808922
0.0,10.096178317351756
0.0,7.716846474234424
0.0,6.954342622604442
0.0,11.353231964507366
0.0,10.878310446590016
1.0,7.330335877462085
0.0,9.578505183683337
0.0,7.863045248444046
0.0,9.562004260222748
0.0,6.1016053866283135
0.0,8.849818877621912
0.0,7.907460467928358
0.0,8.318680029789762
0.0,7.131995915580329
0.0,12.543239821788545
0.0,10.913148863636524
0.0,6.884984875991943
0.0,8.656259556056014
0.0,8.038492406203046
0.0,7.974891624453505
0.0,9.73255523801121
1.0,6.003954105758284
0.0,9.87523739623122
1.0,3.6978597045595816
0.0,8.304721438525782
0.0,10.822120303161787
0.0,8.686699939135087
0.0,6.206238401642526
0.0,9.656550397302054
0.0,9.364302626211373
0.0,9.378788105265915
0.0,7.540579285471556
0.0,8.266535109995289
0.0,8.929458809538756
0.0,10.046438912857925
0.0,6.835858491751513
1.0,5.212471219883515
0.0,9.027409209208123
0.0,9.586593811734092
0.0,10.656281149985425
0.0,8.697145726205825
0.0,9.527004119313832
0.0,11.0520259128282
1.0,6.6461823764628605
1.0,5.369267392110051
0.0,8.815020026384886
0.0,10.828217921130582
0.0,8.499812802002111
0.0,7.448086840392553
0.0,9.063006276783812
0.0,7.228848205483812
0.0,11.816481690166858
0.0,8.712262494868327
0.0,7.035234893547898
0.0,10.963868197915255
0.0,7.996712835736028
0.0,10.931146043084
0.0,12.236838794049785
0.0,8.517621749335731
0.0,12.604844100689297
0.0,9.260002519626797
0.0,9.945176183428172
0.0,9.621052074997088
0.0,8.83562731087528
1.0,7.055996799354587
0.0,8.242921859527476
0.0,9.887674159794091
0.0,7.874301687967042
0.0,8.489029703037213
1.0,6.824114250108723
1.0,4.938267141803692
0.0,8.777933357984185
0.0,9.103713819085534
0.0,9.706661459906304
0.0,11.950116029203766
1.0,5.647884983880932
0.0,9.545844139581304
0.0,7.361487551123025
0.0,9.537072541439404
0.0,10.52742992695805
0.0,10.621312227379525
0.0,9.2724504102828
0.0,9.130995191127274
0.0,9.031771570305615
0.0,9.261220058547782
0.0,9.128825813412586
0.0,9.66178183349708
0.0,10.76008092903145
0.0,10.585376773566429
1.0,3.727650066173644
1.0,2.0123546752058443
0.0,8.237962538997937
0.0,8.95036610068185
0.0,8.562286921633163
0.0,9.946229378743586
0.0,9.93260488890664
1.0,5.661531608476846
0.0,8.791820298429917
0.0,6.070630300189851
0.0,5.114441388732216
1.0,3.827121510720724
0.0,6.5340745573524295
0.0,9.045830437781628
0.0,8.64852745768127
0.0,7.806610401884584
0.0,10.999739181102466
0.0,9.66664791698643
1.0,3.2257085585633662
0.0,9.711705895261012
0.0,11.892992405255232
0.0,12.124854173134343
0.0,10.499269766430912
1.0,6.773728324832767
0.0,9.559744099816982
0.0,8.112693088060135
0.0,9.090088741135924
0.0,7.723453961970019
0.0,7.802871326663764
1.0,6.604186569154342
0.0,8.345422363313087
0.0,7.268454912420166
0.0,10.809436658931157
0.0,8.237307534290224
1.0,5.021810677943339
0.0,10.360455329614568
0.0,8.334251754261443
0.0,6.815128651313024
0.0,9.815225310320344
0.0,9.655072620463134
1.0,5.065823955051657
0.0,11.363642408623068
0.0,10.031051694595508
0.0,10.968640081843375
0.0,7.239091168280576
1.0,4.177442738029544
1.0,4.356645548087906
0.0,8.513420086105134
0.0,9.885912409725115
0.0,9.194245739203
1.0,2.051038693326319
0.0,8.720073779164533
1.0,1.7596933423938357
0.0,9.553944646596644
0.0,8.724656443274418
0.0,9.79873241345517
1.0,7.585412441315171
1.0,4.271420929004189
0.0,6.811781713729374
0.0,9.09195871531548
1.0,6.057192311160063
1.0,5.150769944838427
0.0,6.254208484095981
0.0,8.032055100733626
1.0,2.5706164062789765
0.0,8.107290224000598
0.0,8.283510146886485
0.0,7.602753015117404
0.0,9.368779969901418
1.0,2.71365394343108
0.0,7.50007793078031
1.0,5.352409354814724
0.0,9.832340016288782
1.0,2.491844346881714
0.0,9.637263085888168
0.0,9.363449273042724
1.0,4.76787545823608
0.0,10.454899060219976
0.0,9.584941721075872
0.0,9.289627935597307
0.0,8.7974012989611
0.0,9.157160669722376
0.0,10.802945573707328
1.0,7.637965092743031
0.0,8.360647719889691
0.0,10.128534714761434
1.0,3.558317857420365
0.0,10.4173759796521
0.0,11.36494112146883
1.0,7.759480183278702
1.0,4.63952168819563
0.0,9.898616796098285
1.0,0.4083856025321717
0.0,9.55545834589798
0.0,5.8663538747253305
0.0,9.175230700394572
1.0,3.534067272231764
0.0,9.43825739990871
0.0,9.22178123625832
0.0,9.519697555237212
0.0,9.376008598313677
0.0,8.917367333262678
0.0,10.41034649107088
0.0,7.155031915248599
0.0,9.708404080420928
0.0,8.394266510810398
1.0,3.1754307230994456
1.0,4.891436618950315
0.0,8.554406864292538
0.0,8.311799573789001
1.0,7.684565137889416
1.0,2.475446748278539
0.0,9.616562308691858
0.0,8.411412228027475
0.0,10.175916974712615
0.0,8.147760535398438
0.0,8.168645640872572
0.0,8.697262558607274
0.0,8.616302678340855
0.0,10.169888522733858
0.0,9.896132015182708
0.0,11.476183213784251
0.0,5.675953455459412
0.0,10.640261410648751
1.0,4.885546431388927
0.0,10.228629852952256
0.0,8.968462636321162
0.0,10.854270857935267
0.0,7.653221258689133
0.0,7.615060332699202
1.0,4.978787967200389
0.0,10.4991932875114
0.0,7.61082645451885
0.0,10.406225405089272
1.0,8.563686689883454
0.0,9.135003713580724
0.0,10.424301623558408
0.0,10.094633504676928
0.0,8.287730971084091
1.0,5.123956358970514
1.0,4.905958532600979
0.0,10.03687213435043
0.0,10.901910810307868
0.0,8.29632857211429
0.0,8.98942055579188
0.0,9.119454074882734
0.0,10.818087831380192
0.0,8.958743573102767
0.0,8.637479536057702
0.0,9.999149608439216
0.0,7.330576771939265
1.0,3.6975509116947496
0.0,7.134302725275766
0.0,10.351569517563057
0.0,10.186441033788196
0.0,9.50837554823603
0.0,9.474959756653028
0.0,7.059587004713458
0.0,9.435340716146625
0.0,10.251356381162635
0.0,10.58524361840411
0.0,10.455809968655569
0.0,10.195396960588754
0.0,9.43801981168427
0.0,10.071863359380888
0.0,7.263588189613092
0.0,8.693937722849704
0.0,8.553005480308547
0.0,7.622383673676893
0.0,7.423403343011776
0.0,6.6761800977260535
1.0,5.450130203651239
0.0,9.437059085353503
0.0,7.922452367298017
0.0,8.982995455236603
0.0,10.10680571469452
0.0,7.604653421554712
0.0,10.968473397107338
0.0,9.738955954524412
0.0,8.127026181472814
0.0,9.069760561074055
0.0,9.04472022437288
0.0,9.257372560219848
0.0,7.610812954262752
0.0,11.985823909872227
0.0,8.52926430174526
1.0,0.5121831054452946
0.0,8.748386127048809
0.0,10.190457788244483
0.0,7.634177102299393
0.0,10.495975160987356
1.0,4.612945564768661
1.0,7.792547858774975
0.0,9.363811277102762
0.0,9.781926072992384
0.0,9.856171261357243
0.0,9.005981923956455
0.0,8.955789684124102
0.0,8.901523425948113
1.0,5.860334149853997
1.0,7.25918357102169
1.0,7.496870093576469
1.0,4.630298688504219
0.0,7.353783808362703
0.0,8.573285022875444
0.0,8.556602065608415
0.0,9.247892940073047
1.0,3.2069076994240437
0.0,10.631862068016751
0.0,9.016801471621946
0.0,7.095357451026723
0.0,13.052021702122625
0.0,6.101548774925938
0.0,8.409754191715246
1.0,5.118754555882104
0.0,8.801479687877151
1.0,2.6237975174810786
0.0,8.218984647289203
0.0,10.231421714167784
0.0,9.57931295468078
0.0,8.483471256099453
1.0,8.749894059874435
0.0,6.8356007176522695
1.0,5.102569336457759
0.0,9.854336956612595
0.0,8.813084304717616
1.0,5.829617393993238
0.0,11.00088685396484
0.0,8.493669995433784
0.0,8.524463988145007
0.0,8.770722075090541
0.0,8.602428526542555
0.0,5.871954886901335
0.0,11.10698508095488
0.0,8.868655620531307
0.0,9.511121271764122
0.0,8.812469514126306
0.0,7.214039537834652
0.0,8.72215429316288
0.0,9.019021688063468
0.0,10.160437892436814
1.0,4.966364255939483
1.0,2.83877613200692
0.0,10.284052618055028
0.0,7.490012250700137
0.0,7.1151681288599615
1.0,5.211327197987828
0.0,10.565124891646809
0.0,9.722098421335332
0.0,7.992767736643789
0.0,6.081907277120155
0.0,9.391172553948692
1.0,6.1811771946554375
0.0,8.487348993777456
1.0,8.074928665230129
0.0,8.222808845099172
0.0,10.966935666834903
0.0,9.572806535918168
1.0,7.5993922073350575
0.0,8.201973637175247
0.0,10.97344180444374
1.0,5.8262589500351325
1.0,3.610415007950541
0.0,8.974692680816437
1.0,7.6473849723113565
1.0,3.256617136954948
0.0,11.28931143461033
1.0,3.5330199126656154
0.0,9.970953418946278
1.0,2.2935911867162604
1.0,5.413594955730566
0.0,8.529013682353726
0.0,8.515907847928215
0.0,8.97729615996378
0.0,8.74823704877344
0.0,8.865491817881924
0.0,9.929037995138076
0.0,9.415894807711696
1.0,6.5091311876934
0.0,9.411461708585607
0.0,9.11051097945705
0.0,9.36580210335608
1.0,5.561806755848363
1.0,4.186846510708463
0.0,8.483414856252782
0.0,11.393339475013086
0.0,9.293595475144873
0.0,8.670193378975856
0.0,8.411067119807239
1.0,3.2539432910763804
0.0,8.855741335196797
1.0,2.37816976384632
0.0,8.361283046361006
0.0,8.445802563610995
1.0,3.73906191773156
0.0,10.903439542157685
0.0,10.055037192163487
0.0,7.012761460941412
0.0,9.352729876619923
0.0,7.513223264702379
0.0,10.175510015340198
1.0,6.749054505092762
0.0,7.843326264293411
0.0,8.814580566657169
0.0,7.865416291739866
0.0,11.791768853400695
0.0,7.528943933941038
0.0,6.845908843332097
0.0,7.746949865914772
0.0,8.845817600871372
1.0,5.182515730518089
0.0,6.48181502386451
0.0,8.669629867513269
1.0,6.113228475271477
0.0,7.506604886245244
1.0,5.361762358399726
0.0,11.521409280043068
0.0,10.336872727552691
0.0,8.518320689361335
0.0,10.232521606744442
0.0,9.545477501833906
0.0,9.821657429146354
0.0,9.014913888569035
0.0,8.890406510084729
0.0,9.786219940802935
1.0,6.33517768159866
0.0,8.499567855612533
0.0,10.910705608205308
0.0,6.351169751494028
0.0,10.594922125822988
0.0,8.873803848873134
0.0,7.837408954771361
0.0,8.233816941901633
0.0,8.567315093459872
1.0,5.49731364221036
0.0,8.270292686935845
0.0,7.27567137105347
0.0,8.644270295891653
1.0,7.651338215347632
0.0,7.944178776948713
0.0,12.51458928524015
0.0,4.837769282125892
0.0,10.670171941109
1.0,5.126990444277984
1.0,6.830989405621482
0.0,8.101461892701026
1.0,5.155158291310724
0.0,8.669045941386265
0.0,8.73599607968659
0.0,10.979325728989942
0.0,9.780279322148605
0.0,8.909012826505204
0.0,10.778533520024142
1.0,4.973482563376155
0.0,9.721424790176767
0.0,10.011497277244384
0.0,9.42165974634016
0.0,8.686610706782945
0.0,11.137095797202768
0.0,6.86943914232814
1.0,4.513856506448447
0.0,10.679680376060649
0.0,9.783556014250324
0.0,11.810432670290751
0.0,9.715011162794225
0.0,7.159953629340051
1.0,7.494356186013102
0.0,8.79512747013541
1.0,3.917782477918162
0.0,7.335150434456607
0.0,8.488814453048464
0.0,9.94881178646182
0.0,7.678284638523487
0.0,9.679190914560362
0.0,9.98104859264979
1.0,5.483232063986739
0.0,7.63641518215214
0.0,11.190106694246902
0.0,9.846823146791372
0.0,9.996322703400663
0.0,10.566554197265168
0.0,11.781640644440865
0.0,7.970067574257244
0.0,8.27176669757121
0.0,8.455821901526136
0.0,9.311952230704414
0.0,10.584888925180508
0.0,8.848719496539152
0.0,8.103000093206601
0.0,7.415489783514319
1.0,7.621371849997443
0.0,7.915490476957766
0.0,7.447743662656013
0.0,8.428522929515236
0.0,7.655520327750263
0.0,6.883588030963505
1.0,4.204363582985755
0.0,5.864944732061298
0.0,9.682768341225891
0.0,8.718483036712168
1.0,3.920688947977092
1.0,4.745289143610257
0.0,7.924683426256758
0.0,8.067999566410878
0.0,9.002521600912406
0.0,9.75634593045264
0.0,7.239951117430466
0.0,8.24840976568289
0.0,10.38435888977641
0.0,9.546715489358606
0.0,8.155863300122277
1.0,2.532263753486689
1.0,9.506247338954465
1.0,2.957843177565824
0.0,8.546507494923041
0.0,7.885491873545245
0.0,7.305831602504998
1.0,3.961821484407836
0.0,5.555948271778192
0.0,7.624303227402697
0.0,9.31139471443853
1.0,4.261526981179063
1.0,2.123131273763271
0.0,9.555663615456911
0.0,8.90461616215587
0.0,9.726994233547249
0.0,7.202602838909867
0.0,10.524699556671829
0.0,11.047493330538307
0.0,9.017286707949056
0.0,10.107881482861814
0.0,6.880609354877839
0.0,8.205310811876263
1.0,2.279813161207067
0.0,8.107729058008653
0.0,6.425056121302184
0.0,9.121471054413025
0.0,10.354521891114809
0.0,8.064439119923012
0.0,10.347007527426786
0.0,9.926640283967094
0.0,9.509638325487632
0.0,9.30931433831602
0.0,6.714848006046003
0.0,9.477941328151209
1.0,5.3115858097823
0.0,7.32054620550762
0.0,10.11481275192019
0.0,9.556913479963304
0.0,11.247393666582886
0.0,9.902532709101836
0.0,7.8867677542759616
0.0,8.605599321671358
0.0,7.478678642232095
0.0,9.617641583072713
0.0,9.970600869935142
0.0,9.5645939249365
1.0,5.658521994870831
1.0,2.491966354413085
0.0,12.241251997290687
0.0,7.412481910637672
0.0,8.25415923638203
0.0,10.28826993047766
1.0,3.808088638906122
0.0,10.15790994038397
0.0,9.193388963361045
0.0,10.368712689194073
0.0,8.999556399938283
0.0,8.802657750370111
1.0,6.099369832203717
0.0,8.302619016646544
0.0,8.258150214757082
0.0,12.478784322930176
1.0,4.737100503566699
1.0,5.559589715909384
0.0,9.646596915568107
0.0,7.777716060804511
0.0,11.17675355565405
0.0,6.94772765774295
0.0,6.506406746736726
0.0,9.497325671780375
1.0,5.01112369761246
0.0,8.525893272716921
0.0,8.838111619285032
1.0,4.435310677822233
1.0,4.146097332991958
0.0,12.377668064309432
0.0,7.972186157493366
0.0,7.980394294536271
1.0,3.6944906678307423
1.0,2.5229224713656198
0.0,6.147052111793847
0.0,11.913060737843466
0.0,8.765761813173821
0.0,10.60601003371212
1.0,5.036379720862069
0.0,7.522378314418364
0.0,7.289600154972933
0.0,9.420366882751908
1.0,4.420626864328898
1.0,8.675682354823028
1.0,5.376604783582961
0.0,8.918830696294943
1.0,6.46777740025976
1.0,5.561329900910382
1.0,5.626142472772225
0.0,10.881515465240357
0.0,10.452377901957632
0.0,9.62152712956739
0.0,9.542259021699987
1.0,2.6109490172221577
1.0,7.126385069840636
0.0,8.474962791266954
0.0,8.335032061216701
0.0,9.08254805691433
0.0,6.348502215038293
0.0,6.802653280443997
0.0,9.211563460426383
1.0,8.057856442604773
0.0,10.9036725857097
1.0,5.295169555588301
0.0,7.792356499499086
0.0,8.230506598733006
1.0,4.083653882955874
1.0,4.071684082062816
0.0,9.174555222757911
0.0,8.393329651495385
0.0,7.080180283996177
0.0,10.48113090481754
0.0,6.100945241767287
0.0,7.045532010917264
0.0,7.816415390060465
0.0,8.420130845229814
0.0,8.639450536769312
0.0,6.0695584157468
1.0,3.3720804570740404
0.0,6.262888701949522
0.0,9.58427876375241
0.0,9.270290483589593
1.0,5.213396985087436
0.0,8.468773782529684
0.0,9.81651532762538
0.0,10.408723889254196
1.0,4.488349749011709
0.0,10.263879392995578
1.0,5.847621603978481
0.0,6.8181467646880325
0.0,10.069944024074555
1.0,5.06107826367038
0.0,9.151614953911537
0.0,9.249586326080491
0.0,6.7604678219458325
0.0,7.47957468840463
1.0,5.561472592614264
1.0,5.026983701944634
0.0,8.83721030969314
1.0,5.23648613046354
0.0,8.94461640520963
1.0,4.045318334912734
0.0,8.38094594189892
1.0,6.510903663291048
1.0,6.23255312427189
1.0,7.281310216047149
0.0,8.47786216980142
1.0,3.842740497069817
0.0,9.05331100496684
0.0,9.67891247924188
0.0,8.419439194118791
0.0,8.817518204374649
0.0,9.195272357854986
0.0,9.430617001252903
0.0,9.35444184495408
0.0,9.575369443434102
0.0,9.38049796745582
1.0,4.321454981576959
0.0,6.488024043670263
0.0,10.982020797764656
1.0,3.2999771483165574
0.0,7.046907991977763
0.0,8.456295867602964
0.0,7.621415319639439
0.0,9.902822519304852
0.0,11.440499566301714
0.0,9.283492729453608
0.0,6.712973580409059
0.0,12.261100935983514
0.0,7.635434808633481
0.0,9.481665889031609
0.0,11.218220822094974
0.0,9.020185166110956
0.0,10.84343859600304
0.0,9.474210211694809
0.0,7.90990490952351
0.0,9.708703818712737
0.0,9.346421643363335
1.0,3.9508709784555474
0.0,10.20993841635214
0.0,9.317115816877076
0.0,9.20266572010458
0.0,6.829125263151184
1.0,4.321644782513893
0.0,9.471259141979733
0.0,6.612093062896194
0.0,6.609029254719561
1.0,8.570628934719203
1.0,10.434739881673853
0.0,9.0630309481893
0.0,9.920604491569296
0.0,12.350678233965962
0.0,9.012526684660031
0.0,4.994727142401149
0.0,7.649966133335363
1.0,3.4280536262406827
0.0,9.08497442849344
0.0,8.45054865047248
1.0,7.362760533373552
0.0,10.821614159449789
0.0,6.81140580841349
1.0,3.2220233466732653
0.0,8.675604395321232
0.0,9.362279944854178
1.0,2.303921065379282
0.0,11.334262670290242
0.0,8.950585256161736
1.0,4.364641481280392
1.0,7.849167656594628
0.0,6.582788845081559
0.0,9.837375508252562
0.0,8.26649449076012
0.0,7.396253273045923
0.0,7.106925523360099
0.0,11.945326473343997
0.0,6.880071298505998
0.0,7.247637968377789
0.0,10.380330022741571
0.0,8.212098388255663
0.0,11.357017785108509
0.0,10.108163131293576
0.0,8.2713711598923
0.0,11.103283683463312
0.0,10.229172294078133
0.0,12.317213501983971
1.0,3.467476744630572
0.0,6.517435917719485
0.0,7.713504363680622
0.0,11.142983400302072
1.0,4.421807683185873
0.0,10.92349435243429
0.0,8.139662097910438
0.0,10.65556555313082
1.0,6.162795121569381
0.0,8.956076035901136
0.0,7.307659289766175
0.0,9.564720368045492
0.0,9.147581582159487
1.0,4.707592198013573
1.0,5.905577629277556
1.0,6.049640025622991
0.0,10.706401617078525
0.0,8.05510303944957
0.0,11.684017949133498
0.0,11.161387224885123
1.0,6.118011397218335
0.0,8.16379703245145
0.0,9.782116789948386
0.0,8.543101903032392
1.0,6.797071898336862
0.0,8.636122849527716
1.0,5.665220870994631
0.0,7.730517922952523
0.0,8.839514131526617
0.0,7.865518717428981
1.0,4.197337010922469
0.0,6.410370078383874
0.0,10.133042116558087
0.0,9.599721106912387
0.0,8.787414766381353
1.0,4.432472514375584
0.0,7.285043836535641
0.0,7.191177386145934
0.0,9.835992715176609
0.0,13.351337665037567
0.0,7.026537798982121
0.0,8.94862076137726
1.0,3.9791902967821433
0.0,9.826641841641774
0.0,11.3555186543277
0.0,6.535348238413702
0.0,8.255773144143292
0.0,6.869451548023456
0.0,8.69309154402365
1.0,3.539454053602884
0.0,7.657978040917236
1.0,4.637617084619717
1.0,2.6104312435406407
0.0,9.548262142787411
0.0,6.982413337323134
0.0,9.447112042472932
0.0,8.481914631729278
0.0,9.026614155374128
0.0,11.75092125550378
0.0,11.861811360137098
0.0,8.300013104756957
0.0,8.72367631540861
0.0,7.964997468716385
0.0,10.53241792037648
0.0,7.730276543354538
0.0,5.86143531388077
0.0,8.337446442566758
0.0,8.293274807359268
0.0,10.934777424308098
0.0,5.8812427890235295
0.0,10.083631207375396
0.0,9.327542431115493
0.0,8.71514924557931
0.0,5.318608225678231
1.0,5.681246481354267
0.0,7.999265862456293
0.0,8.732444679772957
0.0,8.042584293531293
0.0,8.486392199317624
0.0,9.06153903455776
0.0,7.192136374852454
0.0,12.980522488766796
0.0,9.060868983292966
0.0,7.376919271103857
0.0,6.701133581501868
0.0,8.716872670964312
0.0,8.748988570755259
1.0,4.094617170175155
0.0,7.2038623833011055
0.0,10.203098905420074
0.0,9.4636916698906
0.0,6.3019526772519
0.0,9.047685944751471
0.0,8.125768471541383
0.0,9.85290468284977
0.0,9.109574000109076
0.0,9.29632615021905
0.0,8.429964469597284
0.0,7.896709942339026
0.0,9.040694792988283
0.0,9.822681072290605
0.0,9.012421963884163
0.0,9.03095546775567
0.0,9.687746188113453
0.0,8.852437007022049
0.0,9.853888742609303
1.0,3.944293898026929
0.0,6.985077089303701
0.0,10.485376155654858
0.0,9.048467664449085
1.0,7.768938122690395
0.0,7.782976734617321
1.0,7.348033648114059
0.0,8.167216547194528
0.0,6.794624771509838
1.0,8.172179634427133
0.0,10.659497982275564
0.0,8.218374128931332
0.0,8.111662599669051
0.0,6.323230058105316
1.0,2.4651177521986405
